"","Sample","Target","Well","CopiesPer20uLWell","Positives","Negatives","AcceptedDroplets","Threshold","Run","Dilution","Concentration","Meso.Num","Time","Size","Vol.Filtered.mL","GC.mL","Time.hr","Row","Treatment","Meso.Volume.mL","turbidity.NTU","pH","temp.C","doc.mg.L","velocity.m.s","depth.m","width.m","q.L.s","Total.ER.mg.hr","Water.ER.mg.hr.L","Leaf.ER.mg.hr.m2","NH4.ugN.L","NO3.ugN.L","SRP.ugP.L","Gc.mesocosm"
"195","M20_T3_0.4","CARP","*",2.46666666666667,9,91737,91746,7000,12,1,0.11,"M20","T3",0.4,200,0.1375,18,4,"BFH",24000,0.25,8.93,12.5,NA,0.13,0.074,0.168,1.6576,-0.002759124,0.060869565,NA,NA,NA,NA,3300
"196","M20_T3_0.4","STHD","*",7.26666666666667,29,91717,91746,4500,12,1,0.37,"M20","T3",0.4,200,0.4625,18,4,"BFH",24000,0.25,8.93,12.5,NA,0.13,0.074,0.168,1.6576,-0.002759124,0.060869565,NA,NA,NA,NA,11100
"197","M20_T3_1.2","CARP","*",10.9333333333333,15,32564,32579,7000,12,1,0.54,"M20","T3",1.2,200,0.675,18,4,"BFH",24000,0.25,8.93,12.5,NA,0.13,0.074,0.168,1.6576,-0.002759124,0.060869565,NA,NA,NA,NA,16200
"198","M20_T3_1.2","STHD","*",135.333333333333,187,32392,32579,4500,12,1,6.78,"M20","T3",1.2,200,8.475,18,4,"BFH",24000,0.25,8.93,12.5,NA,0.13,0.074,0.168,1.6576,-0.002759124,0.060869565,NA,NA,NA,NA,203400
"199","M20_T4_0.4","CARP","*",1.73333333333333,3,40856,40859,7000,12,1,0.08,"M20","T4",0.4,200,0.1,30,4,"BFH",22666.66667,0.27,8.92,14.6,14.6,0.13,0.07,0.168,1.5288,-0.002759124,0.060869565,NA,1.265,33.83,14.28,2266.666667
"200","M20_T4_0.4","STHD","*",1.13333333333333,2,40857,40859,4500,12,1,0.05,"M20","T4",0.4,200,0.0625,30,4,"BFH",22666.66667,0.27,8.92,14.6,14.6,0.13,0.07,0.168,1.5288,-0.002759124,0.060869565,NA,1.265,33.83,14.28,1416.666666875
"201","M20_T4_1.2","CARP","*",5.53333333333333,10,42992,43002,7000,12,1,0.27,"M20","T4",1.2,200,0.3375,30,4,"BFH",22666.66667,0.27,8.92,14.6,14.6,0.13,0.07,0.168,1.5288,-0.002759124,0.060869565,NA,1.265,33.83,14.28,7650.000001125
"202","M20_T4_1.2","STHD","*",108.666666666667,198,42804,43002,4500,12,1,5.44,"M20","T4",1.2,200,6.8,30,4,"BFH",22666.66667,0.27,8.92,14.6,14.6,0.13,0.07,0.168,1.5288,-0.002759124,0.060869565,NA,1.265,33.83,14.28,154133.333356
"203","M21_T1A_0.4","CARP","*",45.3333333333333,69,35346,35415,7000,11,1,2.29,"M21","T1A",0.4,200,2.8625,0.666666667,4,"NCL",24800,1.45,8.51,15.1,7.6,0.14,0.078,0.168,1.83456,-0.022632353,-0.008695652,NA,21.68,341.1,17.24,70990
"204","M21_T1A_0.4","STHD","*",454.666666666667,682,34733,35415,4500,11,1,22.93,"M21","T1A",0.4,200,28.6625,0.666666667,4,"NCL",24800,1.45,8.51,15.1,7.6,0.14,0.078,0.168,1.83456,-0.022632353,-0.008695652,NA,21.68,341.1,17.24,710830
"205","M21_T1A_1.2","CARP","*",484.666666666667,760,36331,37091,7000,11,1,24.41,"M21","T1A",1.2,200,30.5125,0.666666667,4,"NCL",24800,1.45,8.51,15.1,7.6,0.14,0.078,0.168,1.83456,-0.022632353,-0.008695652,NA,21.68,341.1,17.24,756710
"206","M21_T1A_1.2","STHD","*",2440,3652,33439,37091,4500,11,1,122.23,"M21","T1A",1.2,200,152.7875,0.666666667,4,"NCL",24800,1.45,8.51,15.1,7.6,0.14,0.078,0.168,1.83456,-0.022632353,-0.008695652,NA,21.68,341.1,17.24,3789130
"207","M21_T2_0.4","CARP","*",71.3333333333333,123,40235,40358,7000,11,1,3.59,"M21","T2",0.4,200,4.4875,6,4,"NCL",24666.66667,0.93,8.86,14.4,NA,0.14,0.077,0.168,1.81104,-0.022632353,-0.008695652,NA,NA,NA,NA,110691.666681625
"208","M21_T2_0.4","STHD","*",716,1216,39142,40358,4500,11,1,36.07,"M21","T2",0.4,200,45.0875,6,4,"NCL",24666.66667,0.93,8.86,14.4,NA,0.14,0.077,0.168,1.81104,-0.022632353,-0.008695652,NA,NA,NA,NA,1112158.33348362
"209","M21_T2_1.2","CARP","*",211.333333333333,344,36720,37064,7000,11,1,10.99,"M21","T2",1.2,200,13.7375,6,4,"NCL",24666.66667,0.93,8.86,14.4,NA,0.14,0.077,0.168,1.81104,-0.022632353,-0.008695652,NA,NA,NA,NA,338858.333379125
"210","M21_T2_1.2","STHD","*",1247.33333333333,1936,35128,37064,4500,11,1,63.26,"M21","T2",1.2,200,79.075,6,4,"NCL",24666.66667,0.93,8.86,14.4,NA,0.14,0.077,0.168,1.81104,-0.022632353,-0.008695652,NA,NA,NA,NA,1950516.66693025
"211","M21_T3_0.4","CARP","*",14.2666666666667,24,39481,39505,7000,12,1,0.71,"M21","T3",0.4,200,0.8875,18,4,"NCL",23666.66667,0.53,8.93,12.7,NA,0.14,0.074,0.168,1.74048,-0.022632353,-0.008695652,NA,NA,NA,NA,21004.166669625
"212","M21_T3_0.4","STHD","*",133.333333333333,223,39282,39505,4500,12,1,6.67,"M21","T3",0.4,200,8.3375,18,4,"NCL",23666.66667,0.53,8.93,12.7,NA,0.14,0.074,0.168,1.74048,-0.022632353,-0.008695652,NA,NA,NA,NA,197320.833361125
"213","M21_T3_1.2","CARP","*",41.3333333333333,58,32840,32898,7000,12,1,2.08,"M21","T3",1.2,200,2.6,18,4,"NCL",23666.66667,0.53,8.93,12.7,NA,0.14,0.074,0.168,1.74048,-0.022632353,-0.008695652,NA,NA,NA,NA,61533.333342
"214","M21_T3_1.2","STHD","*",232.666666666667,321,32577,32898,4500,12,1,11.56,"M21","T3",1.2,200,14.45,18,4,"NCL",23666.66667,0.53,8.93,12.7,NA,0.14,0.074,0.168,1.74048,-0.022632353,-0.008695652,NA,NA,NA,NA,341983.3333815
"215","M21_T4_0.4","CARP","*",6.53333333333333,11,40893,40904,7000,12,1,0.31,"M21","T4",0.4,200,0.3875,30,4,"NCL",22666.66667,0.68,8.92,14.7,20.6,0.14,0.071,0.168,1.66992,-0.022632353,-0.008695652,NA,4.06,267.2,14.22,8783.333334625
"216","M21_T4_0.4","STHD","*",26,47,40857,40904,4500,12,1,1.35,"M21","T4",0.4,200,1.6875,30,4,"NCL",22666.66667,0.68,8.92,14.7,20.6,0.14,0.071,0.168,1.66992,-0.022632353,-0.008695652,NA,4.06,267.2,14.22,38250.000005625
"217","M21_T4_1.2","CARP","*",11.3333333333333,20,41437,41457,7000,12,1,0.56,"M21","T4",1.2,200,0.7,30,4,"NCL",22666.66667,0.68,8.92,14.7,20.6,0.14,0.071,0.168,1.66992,-0.022632353,-0.008695652,NA,4.06,267.2,14.22,15866.666669
"218","M21_T4_1.2","STHD","*",119.333333333333,209,41248,41457,4500,12,1,5.96,"M21","T4",1.2,200,7.45,30,4,"NCL",22666.66667,0.68,8.92,14.7,20.6,0.14,0.071,0.168,1.66992,-0.022632353,-0.008695652,NA,4.06,267.2,14.22,168866.6666915
"219","M22_T1A_0.4","CARP","*",165.333333333333,284,40036,40320,7000,11,1,8.33,"M22","T1A",0.4,200,10.4125,0.666666667,4,"BFL",24800,0.35,8.51,15.4,10.9,0.16,0.08,0.168,2.1504,-0.000992647,0.02189781,NA,8.884,286.1,11.04,258230
"220","M22_T1A_0.4","STHD","*",1372.66666666667,2293,38027,40320,4500,11,1,69.04,"M22","T1A",0.4,200,86.3,0.666666667,4,"BFL",24800,0.35,8.51,15.4,10.9,0.16,0.08,0.168,2.1504,-0.000992647,0.02189781,NA,8.884,286.1,11.04,2140240
"221","M22_T1A_1.2","CARP","*",304.666666666667,472,36634,37106,7000,11,1,15.09,"M22","T1A",1.2,200,18.8625,0.666666667,4,"BFL",24800,0.35,8.51,15.4,10.9,0.16,0.08,0.168,2.1504,-0.000992647,0.02189781,NA,8.884,286.1,11.04,467790
"222","M22_T1A_1.2","STHD","*",1315.33333333333,2007,35099,37106,4500,11,1,65.57,"M22","T1A",1.2,200,81.9625,0.666666667,4,"BFL",24800,0.35,8.51,15.4,10.9,0.16,0.08,0.168,2.1504,-0.000992647,0.02189781,NA,8.884,286.1,11.04,2032670
"223","M22_T2_0.4","CARP","*",76.6666666666667,133,40995,41128,7000,11,1,3.81,"M22","T2",0.4,200,4.7625,6,4,"BFL",24666.66667,0.27,8.71,14.6,NA,0.15,0.079,0.168,2.03504,-0.000992647,0.02189781,NA,NA,NA,NA,117475.000015875
"224","M22_T2_0.4","STHD","*",536,929,40199,41128,4500,11,1,26.94,"M22","T2",0.4,200,33.675,6,4,"BFL",24666.66667,0.27,8.71,14.6,NA,0.15,0.079,0.168,2.03504,-0.000992647,0.02189781,NA,NA,NA,NA,830650.00011225
"225","M22_T2_1.2","CARP","*",46,168,76884,77052,7000,11,1,2.57,"M22","T2",1.2,200,3.2125,6,4,"BFL",24666.66667,0.27,8.71,14.6,NA,0.15,0.079,0.168,2.03504,-0.000992647,0.02189781,NA,NA,NA,NA,79241.666677375
"226","M22_T2_1.2","STHD","*",255.777777777778,945,76107,77052,4500,11,1,14.55,"M22","T2",1.2,200,18.1875,6,4,"BFL",24666.66667,0.27,8.71,14.6,NA,0.15,0.079,0.168,2.03504,-0.000992647,0.02189781,NA,NA,NA,NA,448625.000060625
"227","M22_T3_0.4","CARP","*",12.6666666666667,19,33784,33803,7000,12,1,0.66,"M22","T3",0.4,200,0.825,18,4,"BFL",24000,0.03,8.71,12.9,NA,0.15,0.077,0.168,1.89728,-0.000992647,0.02189781,NA,NA,NA,NA,19800
"228","M22_T3_0.4","STHD","*",21.3333333333333,30,33773,33803,4500,12,1,1.04,"M22","T3",0.4,200,1.3,18,4,"BFL",24000,0.03,8.71,12.9,NA,0.15,0.077,0.168,1.89728,-0.000992647,0.02189781,NA,NA,NA,NA,31200
"229","M22_T3_1.2","CARP","*",11.8666666666667,18,36380,36398,7000,12,1,0.58,"M22","T3",1.2,200,0.725,18,4,"BFL",24000,0.03,8.71,12.9,NA,0.15,0.077,0.168,1.89728,-0.000992647,0.02189781,NA,NA,NA,NA,17400
"230","M22_T3_1.2","STHD","*",151.333333333333,235,36163,36398,4500,12,1,7.63,"M22","T3",1.2,200,9.5375,18,4,"BFL",24000,0.03,8.71,12.9,NA,0.15,0.077,0.168,1.89728,-0.000992647,0.02189781,NA,NA,NA,NA,228900
"231","M22_T4_0.4","CARP","*",1.73333333333333,3,41077,41080,7000,12,1,0.08,"M22","T4",0.4,200,0.1,30,4,"BFL",23000,0.76,8.73,14.9,12.5,0.14,0.074,0.168,1.74048,-0.000992647,0.02189781,NA,2.656,132.4,14.08,2300
"232","M22_T4_0.4","STHD","*",8.6,15,41065,41080,4500,12,1,0.43,"M22","T4",0.4,200,0.5375,30,4,"BFL",23000,0.76,8.73,14.9,12.5,0.14,0.074,0.168,1.74048,-0.000992647,0.02189781,NA,2.656,132.4,14.08,12362.5
"233","M22_T4_1.2","CARP","*",9.53333333333333,13,34805,34818,7000,12,1,0.44,"M22","T4",1.2,200,0.55,30,4,"BFL",23000,0.76,8.73,14.9,12.5,0.14,0.074,0.168,1.74048,-0.000992647,0.02189781,NA,2.656,132.4,14.08,12650
"234","M22_T4_1.2","STHD","*",204,300,34518,34818,4500,12,1,10.2,"M22","T4",1.2,200,12.75,30,4,"BFL",23000,0.76,8.73,14.9,12.5,0.14,0.074,0.168,1.74048,-0.000992647,0.02189781,NA,2.656,132.4,14.08,293250
"235","M23_T1A_0.4","CARP","*",187.333333333333,277,34601,34878,7000,11,1,9.4,"M23","T1A",0.4,200,11.75,0.666666667,4,"DOC",24800,2.7,8.6,15.3,64.4,0.2,0.079,0.168,2.6544,NA,-0.063380282,NA,133.1,377.8,412.5,291400
"236","M23_T1A_0.4","STHD","*",1500,2150,32728,34878,4500,11,1,75.02,"M23","T1A",0.4,200,93.775,0.666666667,4,"DOC",24800,2.7,8.6,15.3,64.4,0.2,0.079,0.168,2.6544,NA,-0.063380282,NA,133.1,377.8,412.5,2325620
"237","M23_T1A_1.2","CARP","*",529.333333333333,702,30953,31655,7000,11,1,26.44,"M23","T1A",1.2,200,33.05,0.666666667,4,"DOC",24800,2.7,8.6,15.3,64.4,0.2,0.079,0.168,2.6544,NA,-0.063380282,NA,133.1,377.8,412.5,819640
"238","M23_T1A_1.2","STHD","*",2340,2980,28675,31655,4500,11,1,116.59,"M23","T1A",1.2,200,145.7375,0.666666667,4,"DOC",24800,2.7,8.6,15.3,64.4,0.2,0.079,0.168,2.6544,NA,-0.063380282,NA,133.1,377.8,412.5,3614290
"239","M23_T2_0.4","CARP","*",152.666666666667,262,40370,40632,7000,11,1,7.62,"M23","T2",0.4,200,9.525,6,4,"DOC",24666.66667,2.02,8.82,14.6,NA,0.2,0.078,0.168,2.57712,NA,-0.063380282,NA,NA,NA,NA,234950.00003175
"240","M23_T2_0.4","STHD","*",942,1594,39038,40632,4500,11,1,47.19,"M23","T2",0.4,200,58.9875,6,4,"DOC",24666.66667,2.02,8.82,14.6,NA,0.2,0.078,0.168,2.57712,NA,-0.063380282,NA,NA,NA,NA,1455025.00019662
"241","M23_T2_1.2","CARP","*",534.666666666667,965,41902,42867,7000,11,1,26.84,"M23","T2",1.2,200,33.55,6,4,"DOC",24666.66667,2.02,8.82,14.6,NA,0.2,0.078,0.168,2.57712,NA,-0.063380282,NA,NA,NA,NA,827566.6667785
"242","M23_T2_1.2","STHD","*",2166.66666666667,3767,39100,42867,4500,11,1,108.46,"M23","T2",1.2,200,135.575,6,4,"DOC",24666.66667,2.02,8.82,14.6,NA,0.2,0.078,0.168,2.57712,NA,-0.063380282,NA,NA,NA,NA,3344183.33378525
"243","M23_T3_0.4","CARP","*",26,37,32652,32689,7000,12,1,1.33,"M23","T3",0.4,200,1.6625,18,4,"DOC",23666.66667,2.9,8.89,12.8,NA,0.19,0.075,0.168,2.436,NA,-0.063380282,NA,NA,NA,NA,39345.833338875
"244","M23_T3_0.4","STHD","*",203.333333333333,276,32413,32689,4500,12,1,9.99,"M23","T3",0.4,200,12.4875,18,4,"DOC",23666.66667,2.9,8.89,12.8,NA,0.19,0.075,0.168,2.436,NA,-0.063380282,NA,NA,NA,NA,295537.500041625
"245","M23_T3_1.2","CARP","*",70,102,33987,34089,7000,12,1,3.53,"M23","T3",1.2,200,4.4125,18,4,"DOC",23666.66667,2.9,8.89,12.8,NA,0.19,0.075,0.168,2.436,NA,-0.063380282,NA,NA,NA,NA,104429.166681375
"246","M23_T3_1.2","STHD","*",425.333333333333,612,33477,34089,4500,12,1,21.36,"M23","T3",1.2,200,26.7,18,4,"DOC",23666.66667,2.9,8.89,12.8,NA,0.19,0.075,0.168,2.436,NA,-0.063380282,NA,NA,NA,NA,631900.000089
"247","M23_T4_0.4","CARP","*",1.6,3,43531,43534,7000,12,1,0.08,"M23","T4",0.4,200,0.1,30,4,"DOC",22666.66667,3.3,8.75,15,64.2,0.19,0.072,0.168,2.29824,NA,-0.063380282,NA,18.76,7.412,176,2266.666667
"248","M23_T4_0.4","STHD","*",6.93333333333333,13,43521,43534,4500,12,1,0.35,"M23","T4",0.4,200,0.4375,30,4,"DOC",22666.66667,3.3,8.75,15,64.2,0.19,0.072,0.168,2.29824,NA,-0.063380282,NA,18.76,7.412,176,9916.666668125
"249","M23_T4_1.2","CARP","*",31.3333333333333,55,41717,41772,7000,12,1,1.55,"M23","T4",1.2,200,1.9375,30,4,"DOC",22666.66667,3.3,8.75,15,64.2,0.19,0.072,0.168,2.29824,NA,-0.063380282,NA,18.76,7.412,176,43916.666673125
"250","M23_T4_1.2","STHD","*",201.333333333333,358,41414,41772,4500,12,1,10.15,"M23","T4",1.2,200,12.6875,30,4,"DOC",22666.66667,3.3,8.75,15,64.2,0.19,0.072,0.168,2.29824,NA,-0.063380282,NA,18.76,7.412,176,287583.333375625
"251","M24_T1A_0.4","CARP","*",100,162,37741,37903,7000,11,1,5.05,"M24","T1A",0.4,200,6.3125,0.666666667,4,"NCH",24800,0.64,8.47,15,9.8,0.13,0.077,0.168,1.68168,-0.0176,0.282089552,NA,17.82,338,34.44,156550
"252","M24_T1A_0.4","STHD","*",960,1514,36389,37903,4500,11,1,48.07,"M24","T1A",0.4,200,60.0875,0.666666667,4,"NCH",24800,0.64,8.47,15,9.8,0.13,0.077,0.168,1.68168,-0.0176,0.282089552,NA,17.82,338,34.44,1490170
"253","M24_T1A_1.2","CARP","*",519.333333333333,858,38362,39220,7000,11,1,26.08,"M24","T1A",1.2,200,32.6,0.666666667,4,"NCH",24800,0.64,8.47,15,9.8,0.13,0.077,0.168,1.68168,-0.0176,0.282089552,NA,17.82,338,34.44,808480
"254","M24_T1A_1.2","STHD","*",2513.33333333333,3977,35243,39220,4500,11,1,126.08,"M24","T1A",1.2,200,157.6,0.666666667,4,"NCH",24800,0.64,8.47,15,9.8,0.13,0.077,0.168,1.68168,-0.0176,0.282089552,NA,17.82,338,34.44,3908480
"255","M24_T2_0.4","CARP","*",102,201,46143,46344,7000,11,1,5.12,"M24","T2",0.4,200,6.4,6,4,"NCH",24333.33333,0.66,8.8,14.5,NA,0.13,0.075,0.168,1.638,-0.0176,0.282089552,NA,NA,NA,NA,155733.333312
"256","M24_T2_0.4","STHD","*",804.666666666667,1559,44785,46344,4500,11,1,40.35,"M24","T2",0.4,200,50.4375,6,4,"NCH",24333.33333,0.66,8.8,14.5,NA,0.13,0.075,0.168,1.638,-0.0176,0.282089552,NA,NA,NA,NA,1227312.49983188
"257","M24_T2_1.2","CARP","*",257.333333333333,489,44351,44840,7000,11,1,12.93,"M24","T2",1.2,200,16.1625,6,4,"NCH",24333.33333,0.66,8.8,14.5,NA,0.13,0.075,0.168,1.638,-0.0176,0.282089552,NA,NA,NA,NA,393287.499946125
"258","M24_T2_1.2","STHD","*",1305.33333333333,2418,42422,44840,4500,11,1,65.36,"M24","T2",1.2,200,81.7,6,4,"NCH",24333.33333,0.66,8.8,14.5,NA,0.13,0.075,0.168,1.638,-0.0176,0.282089552,NA,NA,NA,NA,1988033.333061
"259","M24_T3_0.4","CARP","*",19,29,36297,36326,7000,12,1,0.94,"M24","T3",0.4,200,1.175,18,4,"NCH",23666.66667,0.93,8.88,12.7,NA,0.13,0.073,0.168,1.59432,-0.0176,0.282089552,NA,NA,NA,NA,27808.33333725
"260","M24_T3_0.4","STHD","*",148.666666666667,230,36096,36326,4500,12,1,7.49,"M24","T3",0.4,200,9.3625,18,4,"NCH",23666.66667,0.93,8.88,12.7,NA,0.13,0.073,0.168,1.59432,-0.0176,0.282089552,NA,NA,NA,NA,221579.166697875
"261","M24_T3_1.2","CARP","*",44.6666666666667,72,38014,38086,7000,12,1,2.23,"M24","T3",1.2,200,2.7875,18,4,"NCH",23666.66667,0.93,8.88,12.7,NA,0.13,0.073,0.168,1.59432,-0.0176,0.282089552,NA,NA,NA,NA,65970.833342625
"262","M24_T3_1.2","STHD","*",292,466,37620,38086,4500,12,1,14.51,"M24","T3",1.2,200,18.1375,18,4,"NCH",23666.66667,0.93,8.88,12.7,NA,0.13,0.073,0.168,1.59432,-0.0176,0.282089552,NA,NA,NA,NA,429254.166727125
"263","M24_T4_0.4","CARP","*",2.2,3,34760,34763,7000,12,1,0.1,"M24","T4",0.4,120,0.208333333333333,30,4,"NCH",22333.33333,0.67,8.87,14.9,22.7,0.13,0.069,0.168,1.50696,-0.0176,0.282089552,NA,8.246,197.6,17.01,4652.77777708333
"264","M24_T4_0.4","STHD","*",26.6666666666667,41,34722,34763,4500,12,1,1.39,"M24","T4",0.4,120,2.89583333333333,30,4,"NCH",22333.33333,0.67,8.87,14.9,22.7,0.13,0.069,0.168,1.50696,-0.0176,0.282089552,NA,8.246,197.6,17.01,64673.6111014584
"265","M24_T4_1.2","CARP","*",17.9333333333333,30,37851,37881,7000,12,1,0.93,"M24","T4",1.2,200,1.1625,30,4,"NCH",22333.33333,0.67,8.87,14.9,22.7,0.13,0.069,0.168,1.50696,-0.0176,0.282089552,NA,8.246,197.6,17.01,25962.499996125
"266","M24_T4_1.2","STHD","*",159.333333333333,255,37626,37881,4500,12,1,7.96,"M24","T4",1.2,200,9.95,30,4,"NCH",22333.33333,0.67,8.87,14.9,22.7,0.13,0.069,0.168,1.50696,-0.0176,0.282089552,NA,8.246,197.6,17.01,222216.6666335
"267","M2_T1A_1.2","CARP","*",546,806,34259,35065,7000,1,1,27.42,"M2","T1A",1.2,200,34.275,0.666666667,1,"NCL",24800,1.04,8.63,14.5,8.2,0.12,0.081,0.168,1.63296,-0.013235294,-0.081818182,NA,21.18,332.9,16.36,850020
"268","M2_T1A_1.2","STHD","*",2640,3730,31335,35065,4500,1,1,132.62,"M2","T1A",1.2,200,165.775,0.666666667,1,"NCL",24800,1.04,8.63,14.5,8.2,0.12,0.081,0.168,1.63296,-0.013235294,-0.081818182,NA,21.18,332.9,16.36,4111220
"269","M2_T2_0.4","CARP","*",49.3333333333333,76,36138,36214,7000,2,1,2.47,"M2","T2",0.4,200,3.0875,6,1,"NCL",24666.66667,0.61,8.82,14.4,NA,0.13,0.08,0.168,1.792,-0.013235294,-0.081818182,NA,NA,NA,NA,76158.333343625
"270","M2_T2_0.4","STHD","*",303.333333333333,465,35749,36214,4500,2,1,15.23,"M2","T2",0.4,200,19.0375,6,1,"NCL",24666.66667,0.61,8.82,14.4,NA,0.13,0.08,0.168,1.792,-0.013235294,-0.081818182,NA,NA,NA,NA,469591.666730125
"271","M2_T2_1.2","CARP","*",211.333333333333,305,34060,34365,7000,2,1,10.51,"M2","T2",1.2,200,13.1375,6,1,"NCL",24666.66667,0.61,8.82,14.4,NA,0.13,0.08,0.168,1.792,-0.013235294,-0.081818182,NA,NA,NA,NA,324058.333377125
"272","M2_T2_1.2","STHD","*",995.333333333333,1410,32955,34365,4500,2,1,49.4,"M2","T2",1.2,200,61.75,6,1,"NCL",24666.66667,0.61,8.82,14.4,NA,0.13,0.08,0.168,1.792,-0.013235294,-0.081818182,NA,NA,NA,NA,1523166.6668725
"273","M2_T3_0.4","CARP","*",32.96,69,54763,54832,7000,3,1,1.48,"M2","T3",0.4,200,1.85,18,1,"NCL",23666.66667,1.12,8.92,13.5,NA,0.15,0.077,0.168,1.89728,-0.013235294,-0.081818182,NA,NA,NA,NA,43783.3333395
"274","M2_T3_0.4","STHD","*",240.8,539,54293,54832,4500,3,1,11.64,"M2","T3",0.4,200,14.55,18,1,"NCL",23666.66667,1.12,8.92,13.5,NA,0.15,0.077,0.168,1.89728,-0.013235294,-0.081818182,NA,NA,NA,NA,344350.0000485
"275","M2_T3_1.2","CARP","*",86.8,217,56744,56961,7000,3,1,4.5,"M2","T3",1.2,200,5.625,18,1,"NCL",23666.66667,1.12,8.92,13.5,NA,0.15,0.077,0.168,1.89728,-0.013235294,-0.081818182,NA,NA,NA,NA,133125.00001875
"276","M2_T3_1.2","STHD","*",343.2,823,56138,56961,4500,3,1,17.16,"M2","T3",1.2,200,21.45,18,1,"NCL",23666.66667,1.12,8.92,13.5,NA,0.15,0.077,0.168,1.89728,-0.013235294,-0.081818182,NA,NA,NA,NA,507650.0000715
"277","M2_T4_0.4","CARP","*",18.2,58,69864,69922,7000,5,1,0.97,"M2","T4",0.4,200,1.2125,30,1,"NCL",22333.33333,1.4,8.93,14.3,18.8,0.16,0.073,0.168,1.96224,-0.013235294,-0.081818182,NA,5.247,296.4,14.94,27079.166662625
"278","M2_T4_0.4","STHD","*",99.3333333333333,313,69609,69922,4500,5,1,5.29,"M2","T4",0.4,200,6.6125,30,1,"NCL",22333.33333,1.4,8.93,14.3,18.8,0.16,0.073,0.168,1.96224,-0.013235294,-0.081818182,NA,5.247,296.4,14.94,147679.166644625
"279","M2_T4_1.2","CARP","*",13.5333333333333,22,38473,38495,7000,5,1,0.67,"M2","T4",1.2,200,0.8375,30,1,"NCL",22333.33333,1.4,8.93,14.3,18.8,0.16,0.073,0.168,1.96224,-0.013235294,-0.081818182,NA,5.247,296.4,14.94,18704.166663875
"280","M2_T4_1.2","STHD","*",84,137,38358,38495,4500,5,1,4.2,"M2","T4",1.2,200,5.25,30,1,"NCL",22333.33333,1.4,8.93,14.3,18.8,0.16,0.073,0.168,1.96224,-0.013235294,-0.081818182,NA,5.247,296.4,14.94,117249.9999825
"281","M3_T1A_0.4","CARP","*",119.333333333333,205,40264,40469,7000,1,1,5.98,"M3","T1A",0.4,200,7.475,0.666666667,1,"BFH",24800,0.61,8.6,14.5,9.6,0.13,0.08,0.168,1.7472,-0.011013158,-0.035526316,NA,5.264,293.3,9.537,185380
"282","M3_T1A_0.4","STHD","*",920.666666666667,1552,38917,40469,4500,1,1,46.11,"M3","T1A",0.4,200,57.6375,0.666666667,1,"BFH",24800,0.61,8.6,14.5,9.6,0.13,0.08,0.168,1.7472,-0.011013158,-0.035526316,NA,5.264,293.3,9.537,1429410
"283","M3_T1A_1.2","CARP","*",294,459,36449,36908,7000,1,1,14.75,"M3","T1A",1.2,200,18.4375,0.666666667,1,"BFH",24800,0.61,8.6,14.5,9.6,0.13,0.08,0.168,1.7472,-0.011013158,-0.035526316,NA,5.264,293.3,9.537,457250
"284","M3_T1A_1.2","STHD","*",1049.33333333333,1612,35296,36908,4500,1,1,52.66,"M3","T1A",1.2,200,65.825,0.666666667,1,"BFH",24800,0.61,8.6,14.5,9.6,0.13,0.08,0.168,1.7472,-0.011013158,-0.035526316,NA,5.264,293.3,9.537,1632460
"285","M3_T2_0.4","CARP","*",43.3333333333333,54,27609,27663,7000,3,1,2.3,"M3","T2",0.4,200,2.875,6,1,"BFH",24666.66667,0.78,8.8,14.6,NA,0.13,0.079,0.168,1.7696,-0.011013158,-0.035526316,NA,NA,NA,NA,70916.66667625
"286","M3_T2_0.4","STHD","*",252,313,27350,27663,4500,3,1,13.41,"M3","T2",0.4,200,16.7625,6,1,"BFH",24666.66667,0.78,8.8,14.6,NA,0.13,0.079,0.168,1.7696,-0.011013158,-0.035526316,NA,NA,NA,NA,413475.000055875
"287","M3_T2_1.2","CARP","*",71.1111111111111,292,94301,94593,7000,3,1,3.64,"M3","T2",1.2,200,4.55,6,1,"BFH",24666.66667,0.78,8.8,14.6,NA,0.13,0.079,0.168,1.7696,-0.011013158,-0.035526316,NA,NA,NA,NA,112233.3333485
"288","M3_T2_1.2","STHD","*",269.555555555556,1077,93516,94593,4500,3,1,13.5,"M3","T2",1.2,200,16.875,6,1,"BFH",24666.66667,0.78,8.8,14.6,NA,0.13,0.079,0.168,1.7696,-0.011013158,-0.035526316,NA,NA,NA,NA,416250.00005625
"289","M3_T3_0.4","CARP","*",7.76,20,58207,58227,7000,3,1,0.4,"M3","T3",0.4,200,0.5,18,1,"BFH",23666.66667,1.03,8.91,13.5,NA,0.14,0.076,0.168,1.74496,-0.011013158,-0.035526316,NA,NA,NA,NA,11833.333335
"290","M3_T3_0.4","STHD","*",20,52,58175,58227,4500,3,1,1.05,"M3","T3",0.4,200,1.3125,18,1,"BFH",23666.66667,1.03,8.91,13.5,NA,0.14,0.076,0.168,1.74496,-0.011013158,-0.035526316,NA,NA,NA,NA,31062.500004375
"291","M3_T3_1.2","CARP","*",22.475,98,104502,104600,7000,3,1,1.1,"M3","T3",1.2,200,1.375,18,1,"BFH",23666.66667,1.03,8.91,13.5,NA,0.14,0.076,0.168,1.74496,-0.011013158,-0.035526316,NA,NA,NA,NA,32541.66667125
